"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Wisconsin","Columbia",2025,91,77,13,1,0,0,0,108,54,42,0,0,91,0,0
"Wisconsin","Dane",2025,181,130,50,1,0,0,0,136,61,40,0,0,60,121,0
"Wisconsin","Dodge",2025,182,139,42,1,0,0,0,137,61,39,1,0,134,46,1
"Wisconsin","Door",2025,91,78,13,0,0,0,0,93,58,40,0,0,91,0,0
"Wisconsin","Eau Claire",2025,181,141,37,2,1,0,0,159,59,38,0,0,59,122,0
"Wisconsin","Fond du Lac",2025,92,84,8,0,0,0,0,80,50,39,0,0,92,0,0
"Wisconsin","Forest",2025,177,141,33,2,1,0,0,155,61,41,0,0,129,48,0
"Wisconsin","Grant",2025,181,131,49,1,0,0,0,119,65,37,0,0,0,181,0
"Wisconsin","Jackson",2025,150,114,34,2,0,0,0,110,62,29,0,0,0,150,0
"Wisconsin","Jefferson",2025,92,76,15,1,0,0,0,105,54,41,0,0,92,0,0
"Wisconsin","Kenosha",2025,181,142,34,5,0,0,0,128,64,40,0,0,103,78,0
"Wisconsin","Kewaunee",2025,92,80,12,0,0,0,0,87,67,41,0,0,92,0,0
"Wisconsin","La Crosse",2025,92,81,11,0,0,0,0,90,54,40,0,0,92,0,0
"Wisconsin","Manitowoc",2025,92,81,11,0,0,0,0,80,54,37,0,0,92,0,0
"Wisconsin","Marathon",2025,180,144,34,2,0,0,0,113,59,36,0,0,62,118,0
"Wisconsin","Milwaukee",2025,182,126,51,5,0,0,0,129,67,41,1,12,57,105,7
"Wisconsin","Monroe",2025,121,91,28,2,0,0,0,114,60,31,0,0,0,121,0
"Wisconsin","Outagamie",2025,181,142,38,0,1,0,0,152,58,38,0,0,60,121,0
"Wisconsin","Ozaukee",2025,181,146,31,4,0,0,0,140,61,35,0,0,71,110,0
"Wisconsin","Racine",2025,92,77,12,3,0,0,0,122,67,41,0,0,92,0,0
"Wisconsin","Rock",2025,92,67,25,0,0,0,0,93,64,42,0,0,92,0,0
"Wisconsin","Sauk",2025,181,144,36,1,0,0,0,119,57,34,0,0,68,112,1
"Wisconsin","Sheboygan",2025,92,77,14,1,0,0,0,101,67,41,0,0,92,0,0
"Wisconsin","Taylor",2025,243,227,16,0,0,0,0,97,48,37,0,0,243,0,0
"Wisconsin","Vilas",2025,92,80,11,1,0,0,0,105,54,41,0,0,92,0,0
"Wisconsin","Walworth",2025,92,69,21,2,0,0,0,112,67,44,0,0,92,0,0
"Wisconsin","Waukesha",2025,181,131,47,3,0,0,0,115,61,41,0,0,61,119,1
"Wyoming","Albany",2025,243,126,114,3,0,0,0,144,74,50,0,0,209,2,32
"Wyoming","Campbell",2025,181,140,41,0,0,0,0,99,58,43,0,0,134,5,42
"Wyoming","Carbon",2025,181,181,0,0,0,0,0,30,18,7,0,181,0,0,0
"Wyoming","Converse",2025,182,172,10,0,0,0,0,61,49,41,1,1,172,0,8
"Wyoming","Fremont",2025,212,130,82,0,0,0,0,100,66,48,0,0,149,63,0
"Wyoming","Johnson",2025,180,163,17,0,0,0,0,84,50,42,0,1,175,0,4
"Wyoming","Laramie",2025,182,127,54,1,0,0,0,108,67,47,1,1,171,9,0
"Wyoming","Lincoln",2025,181,177,4,0,0,0,0,77,23,10,0,0,0,0,181
"Wyoming","Natrona",2025,181,155,26,0,0,0,0,71,55,44,0,0,172,9,0
"Wyoming","Park",2025,198,197,1,0,0,0,0,61,27,14,0,0,0,198,0
"Wyoming","Platte",2025,179,157,14,2,3,2,1,406,59,14,0,0,0,0,179
"Wyoming","Sheridan",2025,175,148,27,0,0,0,0,70,53,33,0,3,47,123,2
"Wyoming","Sublette",2025,242,165,76,1,0,0,0,101,67,47,0,0,240,2,0
"Wyoming","Sweetwater",2025,212,149,59,4,0,0,0,115,64,45,0,0,164,30,18
"Wyoming","Teton",2025,226,179,47,0,0,0,0,84,58,45,2,0,221,3,0
"Wyoming","Uinta",2025,87,87,0,0,0,0,0,50,21,10,0,0,0,0,87
"Wyoming","Washakie",2025,202,198,4,0,0,0,0,59,23,10,0,0,0,202,0
